Year,Month,Rank,Country,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW),Manufacturer,Operating System,Memory,Processor,Rmax (TFlop/s),Rpeak (TFlop/s)
2011,11,5,Japan,"73,278",,,"1,399",NEC/HPE,Linux,"90,919GB",XeonX56706C2.93GHz,"1,192.0","2,287.6"
2011,11,6,United States,"142,272",,,"3,980",Cray/HPE,Linux,0GB,Opteron61368C2.4GHz,"1,110.0","1,365.8"
2011,11,7,United States,"111,104",,,"4,102",HPE,SUSELinuxEnterpriseServer11,"211,968GB",IntelXeonE5-2680v210C2.8GHz,"1,088.0","1,315.3"
2011,11,8,United States,"153,408",,,"2,910",Cray/HPE,Linux,0GB,Opteron617212C2.1GHz,"1,054.0","1,288.6"
2011,11,9,France,"138,368",,,"4,590",Atos,Linux,0GB,XeonX75608C2.26GHz,"1,050.0","1,254.5"
2011,11,10,United States,"122,400",,,"2,345",IBM,Linux,0GB,PowerXCell8i9C3.2GHz,"1,042.0","1,375.8"
2012,6,1,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"16,324.8","20,132.7"
2012,6,2,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2012,6,3,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,162.4","10,066.3"
2012,6,4,Germany,"147,456",,,"3,423",IBM/Lenovo,Linux,0GB,XeonE5-26808C2.7GHz,"2,897.0","3,185.1"
2012,6,5,China,"186,368",,,"4,040",NUDT,Linux,0GB,XeonX56706C2.93GHz,"2,566.0","4,701.0"
2012,6,6,United States,"298,592",,,"5,142",Cray/HPE,CrayLinuxEnvironment,"598,016GB",Opteron627416C2.2GHz,"1,941.0","2,627.6"
2012,6,7,Italy,"163,840",,,822,IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"1,725.5","2,097.2"
2012,6,8,Germany,"131,072",,,658,IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"1,380.4","1,677.7"
2012,6,9,France,"77,184",,,"2,132",Atos,bullxSUperCOmputerSuiteA.E.2.1,"72,576GB",XeonE5-26808C2.7GHz,"1,359.0","1,667.2"
2012,6,10,China,"120,640",,,"2,580",Sugon,Linux,0GB,XeonX56506C2.66GHz,"1,271.0","2,984.3"
2012,11,1,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2012,11,2,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"16,324.8","20,132.7"
2012,11,3,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2012,11,4,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,162.4","10,066.3"
2012,11,5,Germany,"393,216",,,"1,970",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"4,141.2","5,033.2"
2012,11,6,Germany,"147,456",,,"3,423",IBM/Lenovo,Linux,0GB,XeonE5-26808C2.7GHz,"2,897.0","3,185.1"
2012,11,7,United States,"204,900",,,,DELLEMC,Linux,"204,800GB",XeonE5-26808C2.7GHz,"2,660.3","3,959.0"
2012,11,8,China,"186,368",,,"4,040",NUDT,Linux,0GB,XeonX56706C2.93GHz,"2,566.0","4,701.0"
2012,11,9,Italy,"163,840",,,822,IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"1,725.5","2,097.2"
2012,11,10,United States,"63,360",,,"3,576",IBM,Linux,0GB,POWER78C3.84GHz,"1,515.0","1,944.4"
2013,6,1,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2013,6,2,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2013,6,3,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2013,6,4,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2013,6,5,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,586.6","10,066.3"
2013,6,6,United States,"462,462",,,"4,510",DELLEMC,Linux,"204,800GB",XeonE5-26808C2.7GHz,"5,168.1","8,520.1"
2013,6,7,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2013,6,8,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2013,6,9,United States,"393,216",,,"1,972",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"4,293.3","5,033.2"
2013,6,10,Germany,"147,456",,,"3,423",IBM/Lenovo,Linux,0GB,XeonE5-26808C2.7GHz,"2,897.0","3,185.1"
2013,11,1,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2013,11,2,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2013,11,3,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2013,11,4,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2013,11,5,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,586.6","10,066.3"
2013,11,6,Switzerland,"115,984",,,"1,754",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"6,271.0","7,788.9"
2013,11,7,United States,"462,462",,,"4,510",DELLEMC,Linux,"204,800GB",XeonE5-26808C2.7GHz,"5,168.1","8,520.1"
2013,11,8,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2013,11,9,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2013,11,10,United States,"393,216",,,"1,972",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"4,293.3","5,033.2"
2014,6,1,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2014,6,2,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2014,6,3,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2014,6,4,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2014,6,5,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,586.6","10,066.3"
2014,6,6,Switzerland,"115,984",,,"1,754",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"6,271.0","7,788.9"
2014,6,7,United States,"462,462",,,"4,510",DELLEMC,Linux,"204,800GB",XeonE5-26808C2.7GHz,"5,168.1","8,520.1"
2014,6,8,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2014,6,9,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2014,6,10,United States,"393,216",,,"1,972",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"4,293.3","5,033.2"
2014,11,1,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2014,11,2,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2014,11,3,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2014,11,4,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2014,11,5,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,586.6","10,066.3"
2014,11,6,Switzerland,"115,984",,,"1,754",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"6,271.0","7,788.9"
2014,11,7,United States,"462,462",,,"4,510",DELLEMC,Linux,"204,800GB",XeonE5-26808C2.7GHz,"5,168.1","8,520.1"
2014,11,8,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2014,11,9,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2014,11,10,United States,"393,216",,,"1,972",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"4,293.3","5,033.2"
2015,6,1,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2015,6,2,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2015,6,3,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2015,6,4,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2015,6,5,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,586.6","10,066.3"
2015,6,6,Switzerland,"115,984",,,"1,754",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"6,271.0","7,788.9"
2015,6,7,Saudi Arabia,"196,608",,,"2,834",Cray/HPE,CrayLinuxEnvironment,0GB,XeonE5-2698v316C2.3GHz,"5,537.0","7,235.2"
2015,6,8,United States,"462,462",,,"4,510",DELLEMC,Linux,"204,800GB",XeonE5-26808C2.7GHz,"5,168.1","8,520.1"
2015,6,9,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2015,6,10,Germany,"458,752",,,"2,301",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"5,008.9","5,872.0"
2015,11,1,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2015,11,2,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2015,11,3,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2015,11,4,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2015,11,5,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,586.6","10,066.3"
2015,11,6,United States,"301,056",,,"4,233",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"8,100.9","11,078.9"
2015,11,7,Switzerland,"115,984",,,"1,754",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"6,271.0","7,788.9"
2015,11,8,Germany,"185,088",,,"3,615",Cray/HPE,CrayLinuxEnvironment,0GB,XeonE5-2680v312C2.5GHz,"5,640.2","7,403.5"
2015,11,9,Saudi Arabia,"196,608",,,"2,834",Cray/HPE,CrayLinuxEnvironment,0GB,XeonE5-2698v316C2.3GHz,"5,537.0","7,235.2"
2015,11,10,United States,"462,462",,,"4,510",DELLEMC,Linux,"204,800GB",XeonE5-26808C2.7GHz,"5,168.1","8,520.1"
2016,6,1,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2016,6,2,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2016,6,3,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2016,6,4,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2016,6,5,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2016,6,6,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,586.6","10,066.3"
2016,6,7,United States,"301,056",,,"4,233",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"8,100.9","11,078.9"
2016,6,8,Switzerland,"115,984",,,"1,754",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"6,271.0","7,788.9"
2016,6,9,Germany,"185,088",,,"3,615",Cray/HPE,CrayLinuxEnvironment,0GB,XeonE5-2680v312C2.5GHz,"5,640.2","7,403.5"
2016,6,10,Saudi Arabia,"196,608",,,"2,834",Cray/HPE,CrayLinuxEnvironment,0GB,XeonE5-2698v316C2.3GHz,"5,537.0","7,235.2"
2016,11,1,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2016,11,2,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2016,11,3,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2016,11,4,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2016,11,5,United States,"622,336",,,"3,939",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"14,014.7","27,880.7"
2016,11,6,Japan,"556,104",,,"2,719",Fujitsu,Linux,"919,296GB",IntelXeonPhi725068C1.4GHz,"13,554.6","24,913.5"
2016,11,7,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2016,11,8,Switzerland,"206,720",,,"1,312",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"9,779.0","15,988.0"
2016,11,9,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,586.6","10,066.3"
2016,11,10,United States,"301,056",,,"4,233",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"8,100.9","11,078.9"
2017,6,1,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2017,6,2,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2017,6,3,Switzerland,"361,760",,,"2,272",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"19,590.0","25,326.3"
2017,6,4,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2017,6,5,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2017,6,6,United States,"622,336",,,"3,939",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"14,014.7","27,880.7"
2017,6,7,Japan,"556,104",,,"2,719",Fujitsu,Linux,"919,296GB",IntelXeonPhi725068C1.4GHz,"13,554.6","24,913.5"
2017,6,8,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2017,6,9,United States,"786,432",,,"3,945",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"8,586.6","10,066.3"
2017,6,10,United States,"301,056",,,"4,233",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"8,100.9","11,078.9"
2017,11,1,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2017,11,2,China,"3,120,000",,,"17,808",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"33,862.7","54,902.4"
2017,11,3,Switzerland,"361,760",,,"2,272",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"19,590.0","25,326.3"
2017,11,4,Japan,"19,860,000",,,"1,350",ExaScaler,CentOS,"575,552GB",XeonD-157116C1.3GHz,"19,135.8","28,192.0"
2017,11,5,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2017,11,6,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2017,11,7,United States,"979,968",,,"3,844",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"14,137.3","43,902.6"
2017,11,8,United States,"622,336",,,"3,939",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"14,014.7","27,880.7"
2017,11,9,Japan,"556,104",,,"2,719",Fujitsu,Linux,"919,296GB",IntelXeonPhi725068C1.4GHz,"13,554.6","24,913.5"
2017,11,10,Japan,"705,024",,,"12,660",Fujitsu,Linux,0GB,SPARC64VIIIfx8C2GHz,"10,510.0","11,280.4"
2018,6,1,United States,"2,282,544",,,"8,806",IBM,RHEL7.4,"2,801,664GB",IBMPOWER922C3.07GHz,"122,300.0","187,659.3"
2018,6,2,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2018,6,3,United States,"1,572,480",,,,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"1,382,400GB",IBMPOWER922C3.1GHz,"71,610.0","119,193.6"
2018,6,4,China,"4,981,760",,,"18,482",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"61,444.5","100,678.7"
2018,6,5,Japan,"391,680",,,"1,649",Fujitsu,Linux,"417,792GB",XeonGold614820C2.4GHz,"19,880.0","32,576.6"
2018,6,6,Switzerland,"361,760",,,"2,272",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"19,590.0","25,326.3"
2018,6,7,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2018,6,8,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2018,6,9,United States,"979,968",,,"3,844",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"14,137.3","43,902.6"
2018,6,10,United States,"622,336",,,"3,939",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"14,014.7","27,880.7"
2018,11,1,United States,"2,397,824",,,"9,783",IBM,RHEL7.4,"2,801,664GB",IBMPOWER922C3.07GHz,"143,500.0","200,794.9"
2018,11,2,United States,"1,572,480",,,"7,438",IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"1,382,400GB",IBMPOWER922C3.1GHz,"94,640.0","125,712.0"
2018,11,3,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2018,11,4,China,"4,981,760",,,"18,482",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"61,444.5","100,678.7"
2018,11,5,Switzerland,"387,872",,,"2,384",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"21,230.0","27,154.3"
2018,11,6,United States,"979,072",,,"7,578",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"20,158.7","41,461.2"
2018,11,7,Japan,"391,680",,,"1,649",Fujitsu,Linux,"417,792GB",XeonGold614820C2.4GHz,"19,880.0","32,576.6"
2018,11,8,Germany,"305,856",,,,Lenovo,SUSELinuxEnterpriseServer12SP3,"75,840GB",XeonPlatinum817424C3.1GHz,"19,476.6","26,873.9"
2018,11,9,United States,"560,640",,,"8,209",Cray/HPE,CrayLinuxEnvironment,"710,144GB",Opteron627416C2.2GHz,"17,590.0","27,112.5"
2018,11,10,United States,"1,572,864",,,"7,890",IBM,Linux,"65,536GB",PowerBQC16C1.6GHz,"17,173.2","20,132.7"
2019,6,1,United States,"2,414,592",,,"10,096",IBM,RHEL7.4,"2,801,664GB",IBMPOWER922C3.07GHz,"148,600.0","200,794.9"
2019,6,2,United States,"1,572,480",,,"7,438",IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"1,382,400GB",IBMPOWER922C3.1GHz,"94,640.0","125,712.0"
2019,6,3,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2019,6,4,China,"4,981,760",,,"18,482",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"61,444.5","100,678.7"
2019,6,5,United States,"448,448",,,,DELLEMC,CentOSLinux7,"1,537,536GB",XeonPlatinum828028C2.7GHz,"23,516.4","38,745.9"
2019,6,6,Switzerland,"387,872",,,"2,384",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"21,230.0","27,154.3"
2019,6,7,United States,"979,072",,,"7,578",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"20,158.7","41,461.2"
2019,6,8,Japan,"391,680",,,"1,649",Fujitsu,Linux,"417,792GB",XeonGold614820C2.4GHz,"19,880.0","32,576.6"
2019,6,9,Germany,"305,856",,,,Lenovo,SUSELinuxEnterpriseServer12SP3,"75,840GB",XeonPlatinum817424C3.1GHz,"19,476.6","26,873.9"
2019,6,10,United States,"288,288",,,,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"253,440GB",IBMPOWER922C3.1GHz,"18,200.0","23,047.2"
2019,11,1,United States,"2,414,592",,,"10,096",IBM,RHEL7.4,"2,801,664GB",IBMPOWER922C3.07GHz,"148,600.0","200,794.9"
2019,11,2,United States,"1,572,480",,,"7,438",IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"1,382,400GB",IBMPOWER922C3.1GHz,"94,640.0","125,712.0"
2019,11,3,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2019,11,4,China,"4,981,760",,,"18,482",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"61,444.5","100,678.7"
2019,11,5,United States,"448,448",,,,DELLEMC,CentOSLinux7,"1,537,536GB",XeonPlatinum828028C2.7GHz,"23,516.4","38,745.9"
2019,11,6,Switzerland,"387,872",,,"2,384",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"21,230.0","27,154.3"
2019,11,7,United States,"979,072",,,"7,578",Cray/HPE,CrayLinuxEnvironment,0GB,IntelXeonPhi725068C1.4GHz,"20,158.7","41,461.2"
2019,11,8,Japan,"391,680",,,"1,649",Fujitsu,Linux,"417,792GB",XeonGold614820C2.4GHz,"19,880.0","32,576.6"
2019,11,9,Germany,"305,856",,,,Lenovo,SUSELinuxEnterpriseServer12SP3,"75,840GB",XeonPlatinum817424C3.1GHz,"19,476.6","26,873.9"
2019,11,10,United States,"288,288",,,,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"253,440GB",IBMPOWER922C3.1GHz,"18,200.0","23,047.2"
2020,6,1,Japan,"7,299,072",,,"28,335",Fujitsu,RedHatEnterpriseLinux,"5,087,232GB",A64FX48C2.2GHz,"415,530.0","513,854.7"
2020,6,2,United States,"2,414,592",,,"10,096",IBM,RHEL7.4,"2,801,664GB",IBMPOWER922C3.07GHz,"148,600.0","200,794.9"
2020,6,3,United States,"1,572,480",,,"7,438",IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"1,382,400GB",IBMPOWER922C3.1GHz,"94,640.0","125,712.0"
2020,6,4,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2020,6,5,China,"4,981,760",,,"18,482",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"61,444.5","100,678.7"
2020,6,6,Italy,"669,760",,,"2,252",DELLEMC,CentOSLinux7,"349,440GB",XeonGold625224C2.1GHz,"35,450.0","51,720.8"
2020,6,7,United States,"277,760",,,"1,344",Nvidia,Ubuntu20.04.1LTS,"1,120,000GB",AMDEPYC774264C2.25GHz,"27,580.0","34,568.6"
2020,6,8,United States,"448,448",,,,DELLEMC,CentOSLinux7,"1,537,536GB",XeonPlatinum828028C2.7GHz,"23,516.4","38,745.9"
2020,6,9,Italy,"347,776",,,"1,476",IBM,RHEL7.6,"252,928GB",IBMPOWER916C3GHz,"21,640.0","29,354.0"
2020,6,10,Switzerland,"387,872",,,"2,384",Cray/HPE,CrayLinuxEnvironment,"365,056GB",XeonE5-2690v312C2.6GHz,"21,230.0","27,154.3"
2020,11,1,Japan,"7,630,848",,,"29,899",Fujitsu,RedHatEnterpriseLinux,"5,087,232GB",A64FX48C2.2GHz,"442,010.0","537,212.0"
2020,11,2,United States,"2,414,592",,,"10,096",IBM,RHEL7.4,"2,801,664GB",IBMPOWER922C3.07GHz,"148,600.0","200,794.9"
2020,11,3,United States,"1,572,480",,,"7,438",IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"1,382,400GB",IBMPOWER922C3.1GHz,"94,640.0","125,712.0"
2020,11,4,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2020,11,5,United States,"555,520",,,"2,646",Nvidia,Ubuntu20.04.1LTS,"1,120,000GB",AMDEPYC774264C2.25GHz,"63,460.0","79,215.0"
2020,11,6,China,"4,981,760",,,"18,482",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"61,444.5","100,678.7"
2020,11,7,Germany,"449,280",,,"1,764",Atos,CentOS,"628,992GB",AMDEPYC740224C2.8GHz,"44,120.0","70,980.0"
2020,11,8,Italy,"669,760",,,"2,252",DELLEMC,CentOSLinux7,"349,440GB",XeonGold625224C2.1GHz,"35,450.0","51,720.8"
